CalendarMonth,Network,Station,TXMarket,Period,RevenueOrder,RevenueGroup,MktCurrent,MktPrevious,MktGrowth%,StnCurrent,StnPrevious,StnGrowth%,MktShrCurrent,MktShrPrevious,RankCurrent,#StnsCurrent,RankPrevious,NumStnsPrevious,RevGroupDesc
2021M10,Nova,Nova100-Mel (DUMMY),Mel,CYTD,3,Syd_TotalAgency,50596.56528,35098.28282,0.441568111,10937.40606,7796.810298,0.402805204,0.216168944,0.222142215,1,11,2,11,Sydney TotalAgency
2021M10,Nova,SmoothFM91.5-Mel (DUMMY),Mel,CYTD,3,Syd_TotalAgency,50596.56528,35098.28282,0.441568111,4029.347481,4643.027144,-0.132172319,0.079636779,0.132286447,6,11,6,11,Sydney TotalAgency
2021M10,RadioSport,927-Mel (DUMMY),Mel,CYTD,3,Syd_TotalAgency,50596.56528,35098.28282,0.441568111,0,0,0,0,0,11,11,11,11,Sydney TotalAgency
2021M10,SCA,FOXFM-Mel (DUMMY),Mel,CYTD,3,Syd_TotalAgency,50596.56528,35098.28282,0.441568111,5514.393776,9638.735661,-0.427892416,0.108987512,0.274621289,4,11,1,11,Sydney TotalAgency
2021M10,SCA,MMM-Mel (DUMMY),Mel,CYTD,3,Syd_TotalAgency,50596.56528,35098.28282,0.441568111,4414.927782,5440.458814,-0.188500836,0.08725746,0.15500641,5,11,5,11,Sydney TotalAgency
2021M10,SEN,SEN-Mel (DUMMY),Mel,CYTD,3,Syd_TotalAgency,50596.56528,35098.28282,0.441568111,883.3462588,633.98909,0.393314606,0.017458621,0.018063251,8,11,8,11,Sydney TotalAgency
2021M10,ACE,3MP-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,38.75932339,11.51759833,2.365226175,0.0020428,0.000758456,9,11,9,11,Sydney TotalAgency
2021M10,ARN,GOLD104.3-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,3082.461982,2249.507271,0.370283183,0.16246034,0.148134347,3,11,3,11,Sydney TotalAgency
2021M10,ARN,KIIS101.1-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,1699.156943,1414.891445,0.200909758,0.089553615,0.093173302,7,11,7,11,Sydney TotalAgency
2021M10,NineRadio,3AW-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,5214.791765,3109.564484,0.677016763,0.274844214,0.204770756,1,11,4,11,Sydney TotalAgency
2021M10,NineRadio,Magic1278-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,19.85684209,5.079792166,2.908987108,0.00104655,0.000334514,10,11,10,11,Sydney TotalAgency
2021M10,Nova,Nova100-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,5086.136227,3162.406808,0.608311813,0.268063458,0.208250524,2,11,2,11,Sydney TotalAgency
2021M10,Nova,SmoothFM91.5-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,1910.187512,2302.471937,-0.170375334,0.100675925,0.151622172,5,11,6,11,Sydney TotalAgency
2021M10,RadioSport,927-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,0,0,0,0,0,11,11,11,11,Sydney TotalAgency
2021M10,SCA,FOXFM-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,3891.16823,3093.523749,0.257843335,0.205082988,0.203714443,4,11,1,11,Sydney TotalAgency
2021M10,SCA,MMM-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,2540.497373,2752.683598,-0.077083405,0.133896239,0.181269469,6,11,5,11,Sydney TotalAgency
2021M10,SEN,SEN-Mel (DUMMY),Mel,FYTD,3,Syd_TotalAgency,18973.62759,15185.5887,0.249449591,457.0232206,178.9200579,1.55434313,0.024087287,0.011782227,8,11,8,11,Sydney TotalAgency
2021M10,ACE,3MP-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,8.308389012,2.199344351,2.777666288,0.001144147,0.000577002,9,11,10,11,Sydney TotalAgency
2021M10,ARN,GOLD104.3-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,1104.503724,861.6814178,0.281800561,0.152101001,0.226063625,4,11,3,11,Sydney TotalAgency
2021M10,ARN,KIIS101.1-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,358.277203,577.0396655,-0.379111655,0.049338286,0.151387364,7,11,6,11,Sydney TotalAgency
2021M10,NineRadio,3AW-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,939.0965857,651.5318767,0.44136706,0.129322815,0.170930526,3,11,5,11,Sydney TotalAgency
2021M10,NineRadio,Magic1278-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,3.035161451,4.031862968,-0.247206199,0.000417972,0.001057766,10,11,9,11,Sydney TotalAgency
2021M10,Nova,Nova100-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,1029.984765,818.6696985,0.258120053,0.141839009,0.214779425,1,11,2,11,Sydney TotalAgency
2021M10,Nova,SmoothFM91.5-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,729.739793,472.6598836,0.54390042,0.10049233,0.124003146,5,11,4,11,Sydney TotalAgency
2021M10,RadioSport,927-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,0,0,0,0,0,11,11,11,11,Sydney TotalAgency
2021M10,SCA,FOXFM-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,730.1134825,849.470204,-0.140507249,0.100543791,0.222859991,2,11,1,11,Sydney TotalAgency
2021M10,SCA,MMM-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,413.3128083,504.4983797,-0.180745023,0.056917229,0.132356031,6,11,7,11,Sydney TotalAgency
2021M10,SEN,SEN-Mel (DUMMY),Mel,Month,3,Syd_TotalAgency,7261.646668,3811.676554,0.905105684,68.85513613,122.095647,-0.436055766,0.009482028,0.032032006,8,11,8,11,Sydney TotalAgency
2021M10,6IX,6IX-Per (DUMMY),Per,CYTD,3,Syd_TotalAgency,14523.02444,10305.61689,0.409233877,282.0450761,159.1653191,0.772025952,0.019420547,0.015444521,6,6,6,6,Sydney TotalAgency
2021M10,ARN,96FM-Per (DUMMY),Per,CYTD,3,Syd_TotalAgency,14523.02444,10305.61689,0.409233877,3653.891214,2197.845219,0.662487959,0.251592995,0.213266731,3,6,3,6,Sydney TotalAgency
2021M10,NineRadio,6PR-Per (DUMMY),Per,CYTD,3,Syd_TotalAgency,14523.02444,10305.61689,0.409233877,1170.165314,789.33871,0.48246285,0.080573115,0.076593058,5,6,5,6,Sydney TotalAgency
2021M10,Nova,Nova937-Per (DUMMY),Per,CYTD,3,Syd_TotalAgency,14523.02444,10305.61689,0.409233877,5867.465385,4545.027243,0.290963744,0.404011259,0.441024278,1,6,1,6,Sydney TotalAgency
2021M10,SCA,92.9-Per (DUMMY),Per,CYTD,3,Syd_TotalAgency,14523.02444,10305.61689,0.409233877,2483.224996,2757.555304,-0.099483157,0.17098539,0.267577898,4,6,4,6,Sydney TotalAgency
2021M10,SCA,MIX94.5-Per (DUMMY),Per,CYTD,3,Syd_TotalAgency,14523.02444,10305.61689,0.409233877,3601.711489,2378.508007,0.514273434,0.248000098,0.230797247,2,6,2,6,Sydney TotalAgency
2021M10,6IX,6IX-Per (DUMMY),Per,FYTD,3,Syd_TotalAgency,8231.226229,5817.054634,0.415016146,111.4212685,113.029588,-0.01422919,0.013536412,0.019430725,6,6,6,6,Sydney TotalAgency
2021M10,ARN,96FM-Per (DUMMY),Per,FYTD,3,Syd_TotalAgency,8231.226229,5817.054634,0.415016146,1820.823456,1469.502027,0.239075158,0.221209259,0.252619602,3,6,3,6,Sydney TotalAgency
2021M10,NineRadio,6PR-Per (DUMMY),Per,FYTD,3,Syd_TotalAgency,8231.226229,5817.054634,0.415016146,778.1483586,380.186178,1.046756047,0.09453614,0.065357161,5,6,5,6,Sydney TotalAgency
2021M10,Nova,Nova937-Per (DUMMY),Per,FYTD,3,Syd_TotalAgency,8231.226229,5817.054634,0.415016146,3311.922076,1573.470652,1.104851509,0.402360716,0.270492672,1,6,1,6,Sydney TotalAgency
2021M10,SCA,92.9-Per (DUMMY),Per,FYTD,3,Syd_TotalAgency,8231.226229,5817.054634,0.415016146,1101.052466,1242.727913,-0.114003593,0.133765302,0.213635249,4,6,4,6,Sydney TotalAgency
2021M10,SCA,MIX94.5-Per (DUMMY),Per,FYTD,3,Syd_TotalAgency,8231.226229,5817.054634,0.415016146,1926.75487,1031.168391,0.868516226,0.234078716,0.17726641,2,6,2,6,Sydney TotalAgency
2021M10,6IX,6IX-Per (DUMMY),Per,Month,3,Syd_TotalAgency,1617.68312,1864.412677,-0.132336344,30.87364335,27.92054302,0.105768012,0.0190851,0.014975517,6,6,6,6,Sydney TotalAgency
2021M10,ARN,96FM-Per (DUMMY),Per,Month,3,Syd_TotalAgency,1617.68312,1864.412677,-0.132336344,374.8786341,315.27231,0.189062985,0.23173799,0.169100068,3,6,3,6,Sydney TotalAgency
2021M10,NineRadio,6PR-Per (DUMMY),Per,Month,3,Syd_TotalAgency,1617.68312,1864.412677,-0.132336344,167.0953915,96.55369908,0.730595441,0.10329303,0.051787729,5,6,5,6,Sydney TotalAgency
2021M10,Nova,Nova937-Per (DUMMY),Per,Month,3,Syd_TotalAgency,1617.68312,1864.412677,-0.132336344,838.2155953,459.6139426,0.823738398,0.51815809,0.246519426,1,6,1,6,Sydney TotalAgency
2021M10,SCA,92.9-Per (DUMMY),Per,Month,3,Syd_TotalAgency,1617.68312,1864.412677,-0.132336344,238.3887689,437.0583679,-0.454560795,0.147364318,0.234421474,4,6,2,6,Sydney TotalAgency
2021M10,SCA,MIX94.5-Per (DUMMY),Per,Month,3,Syd_TotalAgency,1617.68312,1864.412677,-0.132336344,643.3397617,258.0161756,1.493408641,0.397692078,0.138390056,2,6,4,6,Sydney TotalAgency
2021M10,2SM,2SM-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,120.1464097,138.4791209,-0.132386103,0.001406385,0.001737228,11,11,11,11,Sydney TotalAgency
2021M10,ARN,KIIS1065-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,10947.10847,13200.59983,-0.170711285,0.128142398,0.165602216,2,11,2,11,Sydney TotalAgency
2021M10,ARN,WSFM-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,8564.336774,9349.668383,-0.083995665,0.100250642,0.117292079,5,11,5,11,Sydney TotalAgency
2021M10,NineRadio,2GB-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,13951.52387,17591.53851,-0.206918493,0.163310863,0.220686772,1,11,1,11,Sydney TotalAgency
2021M10,NineRadio,2UE-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,135.1313233,193.5494204,-0.301825224,0.001581792,0.002428088,10,11,10,11,Sydney TotalAgency
2021M10,Nova,Nova969-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,12832.25767,9075.75552,0.413905173,0.150209188,0.113855828,3,11,3,11,Sydney TotalAgency
2021M10,Nova,SmoothFM95.3-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,9788.9407,8250.108961,0.186522596,0.114585357,0.103498049,4,11,4,11,Sydney TotalAgency
2021M10,SCA,2DayFM-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,4701.432917,3011.773829,0.561017919,0.055033061,0.03778286,7,11,7,11,Sydney TotalAgency
2021M10,SCA,MMM-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,10205.86156,5833.241468,0.74960382,0.119465663,0.07317832,6,11,6,11,Sydney TotalAgency
2021M10,SEN,2CH-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,214.7370827,512.5659208,-0.581054702,0.002513625,0.006430166,9,11,8,11,Sydney TotalAgency
2021M10,TAB,2KY-Syd (DUMMY),Syd,CYTD,3,Syd_TotalAgency,85429.24615,79712.70046,0.071714365,369.9441785,321.3471513,0.151229059,0.004330416,0.004031317,8,11,9,11,Sydney TotalAgency
2021M10,2SM,2SM-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,54.70042394,47.85206039,0.143115333,0.00172612,0.002033436,10,11,11,11,Sydney TotalAgency
2021M10,ARN,KIIS1065-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,7271.471947,4234.277911,0.717287363,0.229457669,0.179932362,2,11,2,11,Sydney TotalAgency
2021M10,ARN,WSFM-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,4259.258943,3817.62312,0.115683452,0.134404648,0.162226939,5,11,5,11,Sydney TotalAgency
2021M10,NineRadio,2GB-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,6679.699917,6740.186117,-0.008973966,0.210783784,0.286418991,1,11,1,11,Sydney TotalAgency
2021M10,NineRadio,2UE-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,66.30251331,94.4520624,-0.29803001,0.002092234,0.004013667,9,11,10,11,Sydney TotalAgency
2021M10,Nova,Nova969-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,5264.653525,5702.186791,-0.076730785,0.166130755,0.242310013,3,11,3,11,Sydney TotalAgency
2021M10,Nova,SmoothFM95.3-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,3760.642206,5245.562712,-0.283081261,0.11867036,0.222906126,4,11,4,11,Sydney TotalAgency
2021M10,SCA,2DayFM-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,1533.504768,1753.623812,-0.125522385,0.048391087,0.074518886,7,11,7,11,Sydney TotalAgency
2021M10,SCA,MMM-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,3194.771712,2761.871693,0.156741539,0.100813821,0.117363599,6,11,6,11,Sydney TotalAgency
2021M10,SEN,2CH-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,18.47776767,277.9166087,-0.933513266,0.000583082,0.011809851,11,11,8,11,Sydney TotalAgency
2021M10,TAB,2KY-Syd (DUMMY),Syd,FYTD,3,Syd_TotalAgency,31689.8188,23532.60899,0.346634316,213.5165497,171.020984,0.248481588,0.006737702,0.007267404,8,11,9,11,Sydney TotalAgency
2021M10,2SM,2SM-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,4.594169798,8.0407357,-0.428638128,0.000402607,0.00126843,10,11,11,11,Sydney TotalAgency
2021M10,ARN,KIIS1065-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,1728.39891,1704.542049,0.013996053,0.151467056,0.268892247,3,11,1,11,Sydney TotalAgency
2021M10,ARN,WSFM-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,1320.400992,1385.852285,-0.047228189,0.115712438,0.218618798,5,11,4,11,Sydney TotalAgency
2021M10,NineRadio,2GB-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,2186.697648,1496.379067,0.461326008,0.191629753,0.236054446,1,11,2,11,Sydney TotalAgency
2021M10,NineRadio,2UE-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,20.70018567,17.71045908,0.168811355,0.001814047,0.002793833,9,11,10,11,Sydney TotalAgency
2021M10,Nova,Nova969-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,1614.829279,1798.739283,-0.102243836,0.14151446,0.283751901,2,11,3,11,Sydney TotalAgency
2021M10,Nova,SmoothFM95.3-Syd (DUMMY),Syd,Month,3,Syd_TotalAgency,11411.05499,6339.126806,0.800098868,974.0616082,1256.671058,-0.22488737,0.085361223,0.198240404,4,11,5,11,Sydney TotalAgency
